9,5,11,
375299968947541,225179981368524,66229406284860,4380933489660,17179607043,262143,0,0,0,375305695483222,225183417447218,66230416896241,4381000339440,262156,
375299968947541,900719925474099,264917625139440,17523733958640,1125831188414448,1125831187365903,68719476735,0,0,750577031752357,450332475156076,993473432788508,140192010862083,481052066288,
375299968947541,225179981368524,1059670500557763,70094935834560,274873712703,1125899902648320,1125899902648320,4194303,0,375391593518442,900664948215001,264852946011079,1108444627058751,17317840830400,
375299968947541,900719925474099,860982281703183,280379743338240,1124800411991808,1099511627520,255,1125899906842623,0,750233439611477,675979745401139,596194014820592,565131863394288,561867605409551,
375299968947541,225179981368524,66229406284860,1121518973352963,4397979403263,67108863,1125899906842623,1125899906842623,0,376765962081962,226059617514086,1059411784044062,69821119135233,1122051565813247,
375299968947541,900719925474099,264917625139440,1108376172883983,1108307989229568,1108307720802303,1108307720798208,1108307720798208,17592186044415,750599848417962,446841632901529,125215002838919,1108444627058815,1108307989245952,
375299968947541,225179981368524,1059670500557763,1055804971008063,70367670452223,1125898833100800,1073741823,0,1125899906842623,727144047744341,647392661189427,629179296542960,567330953760752,492597315878927,
375299968947541,900719925474099,860982281703183,845520163504383,844429225033728,281474976645120,1125899906777088,65535,1125899906842623,469123529550506,168883268052582,993439073115678,140192010796545,844970407690751,
375299968947541,225179981368524,66229406284860,4380933489660,1125882727235580,17179869180,3,1125899906842623,1125899906842623,375305695483222,900716489395405,264921667584963,1108375905484863,17575542800380,
375299968947541,900719925474099,264917625139440,17523733958640,68718428175,1048575,1125899906842623,1125899906842623,1125899906842623,750577031752357,675567431686547,596056571672688,565131863394288,562898413289471,
1365,819,3855,255,4095,4095,4095,4095,4095,1365,819,3855,255,4095,
